rowid,school_raw,school_clean,program_raw,degree,season_code,season_year,decision,decision_class,date_posted,gpa,gre_v,gre_q,gre_w,applicant_status,source
231c2a90eb25,Stanford University,Stanford University,Political Science,PhD,,,Rejected,Rejected,2009-03-02,,,,,American,deedy_2015
8c24301d6ca8,Massachusetts Institute Of Technology (MIT),MIT,Political Science,PhD,,,Rejected,Rejected,2009-03-02,,,,,American,deedy_2015
6ed811fc3377,Massachusetts Institute Of Technology (MIT),MIT,Political Science,MA,,,Accepted,Accepted,2009-03-02,,,,,International,deedy_2015
3ac78adf27b6,Massachusetts Institute Of Technology (MIT),MIT,Political Science,PhD,,,Other,Other,2009-03-02,,,,,Other,deedy_2015
50b881117142,Carleton College,Carleton College,Political Science,PhD,,,Accepted,Accepted,2009-03-02,,,,,Other,deedy_2015
0ff9ef78b1dc,Colorado State,Colorado State,Political Science,PhD,,,Accepted,Accepted,2009-03-02,,,,,American,deedy_2015
8eb9c00f5850,Stanford University,Stanford University,Political Science,PhD,,,Wait listed,Waitlisted,2009-03-01,,,,,American,deedy_2015
8281691d27c4,"University Of Florida, Gainesville (UFL)",University of Florida,Political Science,PhD,,,Accepted,Accepted,2009-03-01,,,,,American,deedy_2015
fc273da5f152,University Of Notre Dame,University of Notre Dame,Political Science,PhD,,,Rejected,Rejected,2009-03-01,,,,,International,deedy_2015
da0fd87e44c5,"University Of California, Berkeley (UCB)",UC Berkeley,Political Science,PhD,,,Wait listed,Waitlisted,2009-03-01,,,,,American,deedy_2015
2de449268721,Massachusetts Institute Of Technology (MIT),MIT,Political Science,PhD,,,Accepted,Accepted,2009-03-01,,,,,International,deedy_2015
841bee680303,University Of South Carolina,University Of South Carolina,Political Science,PhD,,,Accepted,Accepted,2009-02-28,,,,,American,deedy_2015
8c363fe7c146,University Of Chicago (UChicago),University of Chicago,Political Science,PhD,,,Rejected,Rejected,2009-02-28,,,,,American,deedy_2015
3359b3e9ecaa,University Of Oklahoma,University Of Oklahoma,Political Science,PhD,,,Accepted,Accepted,2009-02-28,,,,,,deedy_2015
5171d49224c2,"University Of Maryland, College Park (UMD)",University of Maryland,Government (Political Science),PhD,,,Accepted,Accepted,2009-02-28,,,,,American,deedy_2015
bfd81c333d72,Rutgers University,Rutgers University,Political Science,PhD,,,Accepted,Accepted,2009-02-28,,,,,American,deedy_2015
f9b894f39e0e,"University Of Massachusetts, Amherst (UMass)","University Of Massachusetts, Amherst (UMass)",Political Science,PhD,,,Accepted,Accepted,2009-02-28,,,,,International with US Degree,deedy_2015
26afa96f5e71,Johns Hopkins University (JHU),Johns Hopkins University,Political Science,PhD,,,Rejected,Rejected,2009-02-27,,,,,American,deedy_2015
237480f14e01,Brown University,Brown University,Political Science,PhD,,,Accepted,Accepted,2009-02-27,,,,,International,deedy_2015
5d535719d6ae,Cornell University,Cornell University,Government (Political Science),PhD,,,Rejected,Rejected,2009-02-27,,,,,International with US Degree,deedy_2015
a010405fbaae,McGill Unviversity,McGill Unviversity,Political Science,PhD,,,Rejected,Rejected,2009-02-27,,,,,International,deedy_2015
7aa45ff8fb26,University Of Virginia (UVA),University of Virginia,Government (Political Science),MA,,,Accepted,Accepted,2009-02-27,,,,,American,deedy_2015
d8675ee7db15,Purdue University,Purdue University,Political Science,PhD,,,Accepted,Accepted,2009-02-27,,,,,International,deedy_2015
2ada4d8ed393,University Of Pennsylvania (UPenn),University of Pennsylvania,Political Science,PhD,,,Rejected,Rejected,2009-02-27,,,,,International,deedy_2015
a8109d631447,Northeastern University,Northeastern University,Political Science And International Relations,PhD,,,Accepted,Accepted,2009-02-27,,,,,International,deedy_2015
2a709a64af6b,Colorado State University (CSU),Colorado State University (CSU),Political Science,MA,,,Accepted,Accepted,2009-02-27,,,,,American,deedy_2015
37ffc2bc0e87,University Of Kentucky,University Of Kentucky,Political Science,PhD,,,Accepted,Accepted,2009-02-27,,,,,American,deedy_2015
d0ab55225ed5,"University Of Wisconsin, Madison",University of Wisconsin-Madison,Political Science,PhD,,,Wait listed,Waitlisted,2009-02-27,,,,,American,deedy_2015
f07ff672d0d9,University Of Pittsburgh,University of Pittsburgh,Political Science,PhD,,,Rejected,Rejected,2009-02-27,,,,,International with US Degree,deedy_2015
7b415f73f9bb,Northwestern University,Northwestern University,Political Science,PhD,,,Rejected,Rejected,2009-02-27,,,,,American,deedy_2015
35ed98709031,Massachusetts Institute Of Technology (MIT),MIT,Political Science,PhD,,,Rejected,Rejected,2009-02-27,,,,,International with US Degree,deedy_2015
1f53066a3c2e,"University Of Florida, Gainesville (UFL)",University of Florida,Political Science,PhD,,,Accepted,Accepted,2009-02-26,,,,,American,deedy_2015
01aff5bec508,University Of Pennsylvania (UPenn),University of Pennsylvania,Political Science,PhD,,,Rejected,Rejected,2009-02-26,,,,,American,deedy_2015
b69df2776e1e,University Of Connecticut,University Of Connecticut,Political Science,PhD,,,Accepted,Accepted,2009-02-26,,,,,Other,deedy_2015
c96c60727679,Johns Hopkins University (JHU),Johns Hopkins University,Political Science,PhD,,,Rejected,Rejected,2009-02-26,,,,,American,deedy_2015
ef3b7d8068ac,Rice University,Rice University,Political Science,PhD,,,Accepted,Accepted,2009-02-26,,,,,American,deedy_2015
8d945f16e32c,"University Of California, Los Angeles (UCLA)",UCLA,Government (Political Science),PhD,,,Other,Other,2009-02-26,,,,,American,deedy_2015
ff8287e95084,Johns Hopkins University (JHU),Johns Hopkins University,Political Science,PhD,,,Accepted,Accepted,2009-02-26,,,,,American,deedy_2015
7edac108fd5a,George Mason University (GMU),George Mason University (GMU),Political Science,PhD,,,Rejected,Rejected,2009-02-26,,,,,American,deedy_2015
56283e5fca77,Princeton University,Princeton University,Political Science,PhD,,,Rejected,Rejected,2009-02-26,,,,,American,deedy_2015
ef685cde4e64,University Of South Carolina,University Of South Carolina,Political Science,PhD,,,Accepted,Accepted,2009-02-26,,,,,International with US Degree,deedy_2015
1c2b3f51cfef,"University Of Minnesota, Twin Cities (UMN)",University of Minnesota,Political Science,PhD,,,Accepted,Accepted,2009-02-26,,,,,American,deedy_2015
91b8ff9e6a67,University Of Arizona,University of Arizona,Political Science,PhD,,,Accepted,Accepted,2009-02-26,,,,,American,deedy_2015
9ed36c9501b5,"University Of Michigan, Ann Arbor (UMich)",University of Michigan,Political Science,PhD,,,Rejected,Rejected,2009-02-26,,,,,International,deedy_2015
0f507e1ffd11,Duke University,Duke University,Political Science,PhD,,,Other,Other,2009-02-26,,,,,International,deedy_2015
451d8563f138,Harvard University,Harvard University,Government (Political Science),PhD,,,Accepted,Accepted,2009-02-26,,,,,International with US Degree,deedy_2015
1529496a3a70,University Of Arizona,University of Arizona,Political Science,PhD,,,Other,Other,2009-02-26,,,,,Other,deedy_2015
3f6e2446e82b,Arizona State University (ASU),Arizona State University,Political Science,PhD,,,Accepted,Accepted,2009-02-26,,,,,International,deedy_2015
8a73855197ac,Massachusetts Institute Of Technology (MIT),MIT,Political Science,PhD,,,Accepted,Accepted,2009-02-26,,,,,American,deedy_2015
709310782d19,Massachusetts Institute Of Technology (MIT),MIT,Political Science,PhD,,,Other,Other,2009-02-26,,,,,Other,deedy_2015
ceb50c261c25,"University Of Wisconsin, Madison",University of Wisconsin-Madison,Political Science,PhD,,,Accepted,Accepted,2009-02-26,,,,,International,deedy_2015
89c24a2bb9b4,Harvard University,Harvard University,Government (Political Science),PhD,,,Other,Other,2009-02-26,,,,,International,deedy_2015
fd19470dd794,"Indiana University, Bloomington",Indiana University,Political Science,PhD,,,Rejected,Rejected,2009-02-25,,,,,American,deedy_2015
302de129a253,Rutgers University,Rutgers University,Political Science,PhD,,,Accepted,Accepted,2009-02-25,,,,,American,deedy_2015
2942163af564,Harvard University,Harvard University,Government (Political Science),PhD,,,Accepted,Accepted,2009-02-25,,,,,American,deedy_2015
0b7b61a57e5e,University Of British Columbia (UBC),Columbia University,Political Science,PhD,,,Accepted,Accepted,2009-02-25,,,,,International,deedy_2015
c56c7fd31fa6,"University Of Washington, Seattle (UW)","University Of Washington, Seattle (UW)",Political Science,PhD,,,Accepted,Accepted,2009-02-25,,,,,American,deedy_2015
6195ede3b46c,University Of British Columbia (UBC),Columbia University,Political Science,MA,,,Other,Other,2009-02-25,,,,,International,deedy_2015
9f45dee2a5c0,McGill Unviversity,McGill Unviversity,Political Science,PhD,,,Accepted,Accepted,2009-02-25,,,,,International,deedy_2015
91a57b518663,Princeton University,Princeton University,Political Science,PhD,,,Rejected,Rejected,2009-02-25,,,,,,deedy_2015
da410866e7db,"University Of Texas, Austin (UT Austin)",University of Texas at Austin,Political Science,PhD,,,Rejected,Rejected,2009-02-25,,,,,,deedy_2015
cb11aad8b560,New York University (NYU),New York University,Political Science,PhD,,,Other,Other,2009-02-25,,,,,International with US Degree,deedy_2015
60b155669a19,University Of Chicago (UChicago),University of Chicago,Political Science,PhD,,,Rejected,Rejected,2009-02-25,,,,,International with US Degree,deedy_2015
587bce85ce03,University Of Kentucky,University Of Kentucky,Political Science,PhD,,,Rejected,Rejected,2009-02-25,,,,,American,deedy_2015
196d4effb3e4,Rice University,Rice University,Political Science,PhD,,,Rejected,Rejected,2009-02-25,,,,,American,deedy_2015
b2fdfee9db7b,"University Of Michigan, Ann Arbor (UMich)",University of Michigan,Political Science,PhD,,,Rejected,Rejected,2009-02-25,,,,,American,deedy_2015
0f65605a9a8d,"University Of California, Berkeley (UCB)",UC Berkeley,Political Science,PhD,,,Rejected,Rejected,2009-02-25,,,,,International with US Degree,deedy_2015
ba86ee31b712,"University Of Michigan, Ann Arbor (UMich)",University of Michigan,Political Science,PhD,,,Wait listed,Waitlisted,2009-02-25,,,,,International,deedy_2015
39757a2ca1d3,Ohio State University (OSU),Ohio State University,Political Science,PhD,,,Rejected,Rejected,2009-02-25,,,,,International,deedy_2015
973f11e9d0d9,University Of Wyoming,University Of Wyoming,Political Science,MA,,,Rejected,Rejected,2009-02-25,,,,,American,deedy_2015
c366a7b41caa,Massachusetts Institute Of Technology (MIT),MIT,Political Science,PhD,,,Accepted,Accepted,2009-02-25,,,,,International with US Degree,deedy_2015
6e44f9b2f5d7,Massachusetts Institute Of Technology (MIT),MIT,Political Science,PhD,,,Other,Other,2009-02-25,,,,,Other,deedy_2015
9b320ea2686e,Georgetown University,Georgetown University,GVPT/Political Science,PhD,,,Other,Other,2009-02-25,,,,,American,deedy_2015
c4711ae658ab,Georgetown University,Georgetown University,Government (Political Science),PhD,,,Accepted,Accepted,2009-02-25,,,,,International,deedy_2015
7b384bc452b4,"University Of California, Davis (UCD)",UC Davis,Political Science,PhD,,,Rejected,Rejected,2009-02-24,,,,,,deedy_2015
b3a4660eb248,Marquette University,Marquette University,Political Science,MA,,,Accepted,Accepted,2009-02-24,,,,,International,deedy_2015
d2f9c420d549,"University Of California, Berkeley (UCB)",UC Berkeley,Government / Political Science,PhD,,,Rejected,Rejected,2009-02-24,,,,,American,deedy_2015
818eb9c8a586,Stanford University,Stanford University,Political Science,PhD,,,Wait listed,Waitlisted,2009-02-24,,,,,American,deedy_2015
d831a44ba9d3,"University Of California, Riverside (UCR)","University Of California, Riverside (UCR)",Political Science,PhD,,,Accepted,Accepted,2009-02-24,,,,,American,deedy_2015
6109c3815317,University Of Chicago (UChicago),University of Chicago,Political Science,PhD,,,Wait listed,Waitlisted,2009-02-24,,,,,American,deedy_2015
319cf2974fd0,Johns Hopkins University (JHU),Johns Hopkins University,Political Science,PhD,,,Accepted,Accepted,2009-02-24,,,,,American,deedy_2015
42b511ba8628,"University Of Michigan, Ann Arbor (UMich)",University of Michigan,Political Science,PhD,,,Wait listed,Waitlisted,2009-02-24,,,,,American,deedy_2015
e8b4d312691c,"University Of Michigan, Ann Arbor (UMich)",University of Michigan,Political Science,PhD,,,Rejected,Rejected,2009-02-24,,,,,American,deedy_2015
98f6b2c5edbe,"University Of California, Irvine (UCI)",UC Irvine,Political Science,PhD,,,Wait listed,Waitlisted,2009-02-24,,,,,American,deedy_2015
ec0f5f9edb45,"Indiana University, Bloomington",Indiana University,Political Science,PhD,,,Rejected,Rejected,2009-02-24,,,,,American,deedy_2015
b84088b1893e,"University Of Michigan, Ann Arbor (UMich)",University of Michigan,Political Science,PhD,,,Accepted,Accepted,2009-02-24,,,,,American,deedy_2015
87e03d21fcde,McGill Unviversity,McGill Unviversity,Political Science,PhD,,,Rejected,Rejected,2009-02-24,,,,,International,deedy_2015
66643d192b5a,"Texas A&M University, College Station (TAMU)","Texas A&M University, College Station (TAMU)",Government (Political Science),PhD,,,Rejected,Rejected,2009-02-24,,,,,International with US Degree,deedy_2015
b58910a261a9,Massachusetts Institute Of Technology (MIT),MIT,Political Science,PhD,,,Accepted,Accepted,2009-02-24,,,,,American,deedy_2015
33a973f631ba,"University Of Florida, Gainesville (UFL)",University of Florida,Political Science,PhD,,,Rejected,Rejected,2009-02-23,,,,,American,deedy_2015
531820481563,McGill Unviversity,McGill Unviversity,Political Science,PhD,,,Accepted,Accepted,2009-02-23,,,,,American,deedy_2015
d401743f1a09,University Of Notre Dame,University of Notre Dame,Political Science,PhD,,,Accepted,Accepted,2009-02-23,,,,,American,deedy_2015
7b3d6effaeea,Stanford University,Stanford University,Political Science,PhD,,,Rejected,Rejected,2009-02-23,,,,,American,deedy_2015
ad0ada9ef3b0,"University Of Michigan, Ann Arbor (UMich)",University of Michigan,Political Science,PhD,,,Accepted,Accepted,2009-02-23,,,,,American,deedy_2015
5b7dc5734c4f,Duke University,Duke University,Political Science,PhD,,,Rejected,Rejected,2009-02-23,,,,,American,deedy_2015
d3c74c104859,"University Of Michigan, Ann Arbor (UMich)",University of Michigan,Political Science,PhD,,,Wait listed,Waitlisted,2009-02-23,,,,,American,deedy_2015
cb5b4397a019,Cornell University,Cornell University,Government (Political Science),PhD,,,Rejected,Rejected,2009-02-23,,,,,American,deedy_2015
c5ed3c899ab8,Georgia Institute Of Technology (GTech),Georgia Institute Of Technology (GTech),Political Science,PhD,,,Rejected,Rejected,2009-02-23,,,,,International with US Degree,deedy_2015
9011cc469f5f,Georgetown University,Georgetown University,Government (Political Science),PhD,,,Accepted,Accepted,2009-02-23,,,,,American,deedy_2015
765734bdb763,Stanford University,Stanford University,Political Science,PhD,,,Rejected,Rejected,2009-02-22,,,,,International with US Degree,deedy_2015
d59a9cd88b7b,Georgetown University,Georgetown University,Political Science,PhD,,,Accepted,Accepted,2009-02-22,,,,,American,deedy_2015
6410fc6fc792,Princeton University,Princeton University,Political Science,PhD,,,Rejected,Rejected,2009-02-22,,,,,International,deedy_2015
3153472a02f4,Stanford University,Stanford University,Political Science,PhD,,,Rejected,Rejected,2009-02-21,,,,,International with US Degree,deedy_2015
8ef15dc5ec09,Purdue University,Purdue University,Political Science,PhD,,,Accepted,Accepted,2009-02-21,,,,,,deedy_2015
2f6ea313fd56,Columbia University,Columbia University,Political Science,PhD,,,Accepted,Accepted,2009-02-21,,,,,International,deedy_2015
16b9f6740dd9,Georgetown University,Georgetown University,Government (Political Science),PhD,,,Accepted,Accepted,2009-02-21,,,,,American,deedy_2015
3dcd8d9b38ab,Ohio State University (OSU),Ohio State University,Political Science,PhD,,,Other,Other,2009-02-21,,,,,International,deedy_2015
6878225a5ce6,Ohio State University (OSU),Ohio State University,Political Science,PhD,,,Rejected,Rejected,2009-02-21,,,,,International,deedy_2015
9d5eb620b046,Cornell University,Cornell University,Government / Political Science,PhD,,,Rejected,Rejected,2009-02-21,,,,,International,deedy_2015
2c3bdec7886a,Rutgers University,Rutgers University,Political Science,PhD,,,Rejected,Rejected,2009-02-21,,,,,American,deedy_2015
f4421cfd53e8,University Of Southern California (USC),University of Southern California,Political Science And International Relations (POIR),PhD,,,Accepted,Accepted,2009-02-21,,,,,International with US Degree,deedy_2015
24c23b58d5ec,"University Of Wisconsin, Madison",University of Wisconsin-Madison,Political Science,PhD,,,Rejected,Rejected,2009-02-21,,,,,International with US Degree,deedy_2015
3141076843a1,University Of Kansas,University Of Kansas,Political Science,PhD,,,Accepted,Accepted,2009-02-21,,,,,International,deedy_2015
0872327cb248,Duke University,Duke University,Political Science,PhD,,,Accepted,Accepted,2009-02-20,,,,,American,deedy_2015
b1d640c81700,University Of Chicago (UChicago),University of Chicago,Political Science,PhD,,,Wait listed,Waitlisted,2009-02-20,,,,,American,deedy_2015
2c0f5aa178cb,"University Of California, San Diego (UCSD)",UC San Diego,Political Science,PhD,,,Accepted,Accepted,2009-02-20,,,,,American,deedy_2015
9bb293e718e0,Syracuse University,Syracuse University,Political Science,PhD,,,Accepted,Accepted,2009-02-20,,,,,American,deedy_2015
efc06c480ab8,Princeton University,Princeton University,Political Science,PhD,,,Rejected,Rejected,2009-02-20,,,,,International,deedy_2015
69fcc541d6c1,"University Of California, Los Angeles (UCLA)",UCLA,Political Science,PhD,,,Wait listed,Waitlisted,2009-02-20,,,,,American,deedy_2015
f6e868def3fd,Stanford University,Stanford University,Political Science,PhD,,,Rejected,Rejected,2009-02-20,,,,,American,deedy_2015
dac3ea5b1b19,University Of Notre Dame,University of Notre Dame,Political Science,PhD,,,Accepted,Accepted,2009-02-20,,,,,American,deedy_2015
19b67a625803,Columbia University,Columbia University,Political Science,PhD,,,Accepted,Accepted,2009-02-20,,,,,American,deedy_2015
4d284b143261,Johns Hopkins University (JHU),Johns Hopkins University,Political Science,PhD,,,Accepted,Accepted,2009-02-20,,,,,American,deedy_2015
b9943ecc63e1,Cornell University,Cornell University,Government / Political Science,PhD,,,Rejected,Rejected,2009-02-20,,,,,American,deedy_2015
4fe7bea16209,Princeton University,Princeton University,Politics (political Science),PhD,,,Wait listed,Waitlisted,2009-02-20,,,,,American,deedy_2015
25d61e794136,"University Of Michigan, Ann Arbor (UMich)",University of Michigan,Political Science,PhD,,,Rejected,Rejected,2009-02-20,,,,,American,deedy_2015
57dd20da5407,University Of Notre Dame,University of Notre Dame,Political Science,PhD,,,Rejected,Rejected,2009-02-20,,,,,International with US Degree,deedy_2015
716d13308130,"University Of California, San Diego (UCSD)",UC San Diego,Political Science,PhD,,,Rejected,Rejected,2009-02-20,,,,,,deedy_2015
562ac4f74197,"University Of Florida, Gainesville (UFL)",University of Florida,Political Science,PhD,,,Accepted,Accepted,2009-02-20,,,,,American,deedy_2015
59c5ddcbb05a,University Of Pittsburgh,University of Pittsburgh,Political Science,PhD,,,Wait listed,Waitlisted,2009-02-20,,,,,International,deedy_2015
f42e390661fc,"University Of California, Berkeley (UCB)",UC Berkeley,Political Science,PhD,,,Rejected,Rejected,2009-02-20,,,,,International,deedy_2015
dad951ba7976,SUNY Buffalo,SUNY Buffalo,Political Science,PhD,,,Rejected,Rejected,2009-02-20,,,,,International,deedy_2015
7aad9d8ca60e,Duke University,Duke University,Political Science,PhD,,,Rejected,Rejected,2009-02-19,,,,,American,deedy_2015
a708808f43d7,Cornell University,Cornell University,Government (Political Science),PhD,,,Rejected,Rejected,2009-02-19,,,,,American,deedy_2015
04500049c6a0,Stanford University,Stanford University,Political Science,PhD,,,Rejected,Rejected,2009-02-19,,,,,American,deedy_2015
bf7eaadab6d6,"University Of California, Berkeley (UCB)",UC Berkeley,Political Science,PhD,,,Rejected,Rejected,2009-02-19,,,,,American,deedy_2015
c90b343aa648,Princeton University,Princeton University,Politics (Political Science),PhD,,,Accepted,Accepted,2009-02-19,,,,,American,deedy_2015
981cc536ec5b,"University Of Michigan, Ann Arbor (UMich)",University of Michigan,Political Science,PhD,,,Wait listed,Waitlisted,2009-02-19,,,,,International,deedy_2015
e1bee0e0b99e,"University Of Michigan, Ann Arbor (UMich)",University of Michigan,Political Science,PhD,,,Accepted,Accepted,2009-02-19,,,,,American,deedy_2015
d7635d1a3e67,University Of Kansas,University Of Kansas,Political Science,PhD,,,Accepted,Accepted,2009-02-19,,,,,International,deedy_2015
69e381ee1c56,"University Of Maryland, College Park (UMD)",University of Maryland,Political Science,PhD,,,Accepted,Accepted,2009-02-19,,,,,American,deedy_2015
1e022965d0a5,"University Of California, Davis (UCD)",UC Davis,Political Science,PhD,,,Rejected,Rejected,2009-02-19,,,,,International with US Degree,deedy_2015
d94b22a02ca7,Harvard University,Harvard University,Political Science,PhD,,,Accepted,Accepted,2009-02-19,,,,,Other,deedy_2015
37f7c9abbd95,Purdue University,Purdue University,Political Science,PhD,,,Accepted,Accepted,2009-02-19,,,,,International,deedy_2015
cc7b7093ab56,West Virginia University,West Virginia University,Political Science,PhD,,,Accepted,Accepted,2009-02-19,,,,,International with US Degree,deedy_2015
9dc74604ffdf,"University Of Texas, Austin (UT Austin)",University of Texas at Austin,Government (Political Science),PhD,,,Rejected,Rejected,2009-02-19,,,,,American,deedy_2015
418400b6a0ae,SUNY Stony Brook,Stony Brook University,Political Science,PhD,,,Accepted,Accepted,2009-02-19,,,,,International,deedy_2015
b77e89a05c5e,SUNY Buffalo,SUNY Buffalo,Political Science,PhD,,,Rejected,Rejected,2009-02-19,,,,,International,deedy_2015
495b88d3aeb4,"University Of California, Los Angeles (UCLA)",UCLA,Political Science,PhD,,,Wait listed,Waitlisted,2009-02-18,,,,,American,deedy_2015
4961beb20806,"University Of Michigan, Ann Arbor (UMich)",University of Michigan,Political Science,PhD,,,Accepted,Accepted,2009-02-18,,,,,American,deedy_2015
70ba7d1e1899,Stanford University,Stanford University,Government (Political Science),PhD,,,Rejected,Rejected,2009-02-18,,,,,American,deedy_2015
a4cb0fe4edac,"University Of Wisconsin, Madison",University of Wisconsin-Madison,Political Science,PhD,,,Rejected,Rejected,2009-02-18,,,,,American,deedy_2015
c7299f7fa4d2,Duke University,Duke University,Political Science,PhD,,,Rejected,Rejected,2009-02-18,,,,,American,deedy_2015
2e37553b8c74,Yale University,Yale University,Political Science,PhD,,,Rejected,Rejected,2009-02-18,,,,,American,deedy_2015
11af8d8c3821,University Of Pennsylvania (UPenn),University of Pennsylvania,Political Science,PhD,,,Wait listed,Waitlisted,2009-02-18,,,,,American,deedy_2015
60234f236cd2,University Of Chicago (UChicago),University of Chicago,Political Science,PhD,,,Wait listed,Waitlisted,2009-02-18,,,,,American,deedy_2015
092c5487bef0,"University Of Texas, Austin (UT Austin)",University of Texas at Austin,Political Science,PhD,,,Accepted,Accepted,2009-02-18,,,,,American,deedy_2015
5f216d7f1dc1,Cornell University,Cornell University,Political Science,PhD,,,Accepted,Accepted,2009-02-18,,,,,American,deedy_2015
db2909202cb4,Rutgers University,Rutgers University,Political Science,PhD,,,Rejected,Rejected,2009-02-18,,,,,American,deedy_2015
a91821ebf0a9,Cornell University,Cornell University,Government (Political Science),PhD,,,Other,Other,2009-02-17,,,,,American,deedy_2015
f62044150fe5,"University Of California, Irvine (UCI)",UC Irvine,Political Science,PhD,,,Accepted,Accepted,2009-02-17,,,,,American,deedy_2015
7aa4a4058c1b,"University Of Texas, Austin (UT Austin)",University of Texas at Austin,Political Science,PhD,,,Rejected,Rejected,2009-02-17,,,,,American,deedy_2015
cf5fca90b233,Duke University,Duke University,Political Science,PhD,,,Rejected,Rejected,2009-02-17,,,,,American,deedy_2015
bbbb461a778e,"University Of Illinois, Urbana-Champaign (UIUC)",University of Illinois Urbana-Champaign,Political Science,PhD,,,Wait listed,Waitlisted,2009-02-17,,,,,American,deedy_2015
83c9d876ee28,"Indiana University, Bloomington",Indiana University,Political Science,PhD,,,Accepted,Accepted,2009-02-17,,,,,American,deedy_2015
d642efbfcb67,"University Of California, Los Angeles (UCLA)",UCLA,Political Science,PhD,,,Rejected,Rejected,2009-02-17,,,,,American,deedy_2015
c380ac6c936d,"University Of California, San Diego (UCSD)",UC San Diego,Political Science,PhD,,,Rejected,Rejected,2009-02-17,,,,,American,deedy_2015
4ea395d5caf3,Yale University,Yale University,Political Science,PhD,,,Rejected,Rejected,2009-02-17,,,,,American,deedy_2015
990b2d7db041,"University Of California, Los Angeles (UCLA)",UCLA,Political Science,PhD,,,Accepted,Accepted,2009-02-17,,,,,American,deedy_2015
7b9d3b479527,"Washington University, St. Louis (WUSTL)",Washington University in St. Louis,Political Science,PhD,,,Rejected,Rejected,2009-02-17,,,,,American,deedy_2015
468dd1531eb7,Emory University,Emory University,Political Science,PhD,,,Rejected,Rejected,2009-02-17,,,,,American,deedy_2015
30f2c5da770d,"University Of Florida, Gainesville (UFL)",University of Florida,Political Science,PhD,,,Accepted,Accepted,2009-02-17,,,,,American,deedy_2015
11e36045ff05,Rutgers University,Rutgers University,Political Science,PhD,,,Other,Other,2009-02-17,,,,,American,deedy_2015
ff19e177fc70,University Of Chicago (UChicago),University of Chicago,Political Science,PhD,,,Accepted,Accepted,2009-02-17,,,,,International with US Degree,deedy_2015
49a22e14fac3,Yale University,Yale University,Political Science,PhD,,,Other,Other,2009-02-17,,,,,American,deedy_2015
37b5c2e57674,Emory University,Emory University,Political Science,PhD,,,Other,Other,2009-02-17,,,,,Other,deedy_2015
a862be96162a,Rutgers University,Rutgers University,Political Science,PhD,,,Accepted,Accepted,2009-02-17,,,,,American,deedy_2015
5f90949ea60a,"University Of Texas, Austin (UT Austin)",University of Texas at Austin,Government (Political Science),PhD,,,Accepted,Accepted,2009-02-17,,,,,International with US Degree,deedy_2015
ab614f22d80c,Rutgers University,Rutgers University,Political Science,PhD,,,Rejected,Rejected,2009-02-17,,,,,International,deedy_2015
2718f4ffe175,Northwestern University,Northwestern University,Political Science,PhD,,,Accepted,Accepted,2009-02-17,,,,,American,deedy_2015
f00cc160d4ca,"University Of California, Davis (UCD)",UC Davis,Political Science,PhD,,,Rejected,Rejected,2009-02-17,,,,,,deedy_2015
82a449c08cc0,Cornell University,Cornell University,Government (Political Science),PhD,,,Wait listed,Waitlisted,2009-02-17,,,,,American,deedy_2015
515a91a61186,Boston University (BU),Boston University,Political Science,PhD,,,Rejected,Rejected,2009-02-17,,,,,American,deedy_2015
da6aed391e66,SUNY Stony Brook,Stony Brook University,Political Science,PhD,,,Accepted,Accepted,2009-02-17,,,,,American,deedy_2015
b908a1b9c416,"Washington University, St. Louis (WUSTL)",Washington University in St. Louis,Political Science,PhD,,,Wait listed,Waitlisted,2009-02-17,,,,,American,deedy_2015
2e32c4d4d8e8,"Indiana University, Bloomington",Indiana University,Political Science,PhD,,,Accepted,Accepted,2009-02-16,,,,,International,deedy_2015
75f393d6e3a4,University Of Chicago (UChicago),University of Chicago,Political Science,PhD,,,Accepted,Accepted,2009-02-16,,,,,American,deedy_2015
d77a06b1ad2c,University Of Pennsylvania (UPenn),University of Pennsylvania,Political Science,PhD,,,Accepted,Accepted,2009-02-16,,,,,American,deedy_2015
d9ff3801b3a3,Stanford University,Stanford University,Political Science,PhD,,,Accepted,Accepted,2009-02-16,,,,,American,deedy_2015
dd41f9477e4a,Ohio State University (OSU),Ohio State University,Political Science,PhD,,,Rejected,Rejected,2009-02-16,,,,,American,deedy_2015
359ae1cee792,"University Of Illinois, Urbana-Champaign (UIUC)",University of Illinois Urbana-Champaign,Political Science,PhD,,,Rejected,Rejected,2009-02-16,,,,,American,deedy_2015
193135ab2e3b,Claremont Graduate University,Claremont Graduate University,Political Science,PhD,,,Accepted,Accepted,2009-02-16,,,,,International with US Degree,deedy_2015
f2bed556a4b2,"Washington University, St. Louis (WUSTL)",Washington University in St. Louis,Political Science,PhD,,,Wait listed,Waitlisted,2009-02-16,,,,,American,deedy_2015
d542f1e72ff7,University Of Chicago (UChicago),University of Chicago,Political Science,PhD,,,Wait listed,Waitlisted,2009-02-16,,,,,International,deedy_2015
1a655f2fb6c0,"University Of California, Davis (UCD)",UC Davis,Political Science,PhD,,,Rejected,Rejected,2009-02-16,,,,,,deedy_2015
71b0cef4bfea,University Of Pennsylvania (UPenn),University of Pennsylvania,Political Science,PhD,,,Wait listed,Waitlisted,2009-02-16,,,,,American,deedy_2015
68763a35c7eb,Boston University (BU),Boston University,Political Science,PhD,,,Rejected,Rejected,2009-02-16,,,,,American,deedy_2015
